,x_0,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15
111,-0.3309783,3.1359975,-1.16346,-1.8041956,-1.3860034,-3.724635,-1.2845954,0.46727666,-1.0226672,0.8556715,-0.60003406,0.31183702,0.18232028,-0.16485022,-1.1362869,-0.5442378
112,-0.3121413,3.126833,-1.167415,-1.745741,-1.3603786,-3.6820445,-1.2931463,0.38077432,-0.9863054,0.93297964,-0.5212119,0.34125677,0.20617558,-0.20402776,-1.1524997,-0.5903348
115,-0.3689318,3.0555634,-1.2326971,-1.7142593,-1.3375831,-3.724736,-1.3124647,0.46043906,-0.98331416,1.0163058,-0.50628895,0.4100833,0.17833099,-0.21273434,-1.13421,-0.71739185
116,-0.3322817,3.2017357,-1.1779389,-1.7847911,-1.4348067,-3.7418787,-1.3285888,0.4785501,-0.85914004,0.9776488,-0.4014534,0.4693937,0.2587662,-0.3278634,-1.1125998,-0.6551771
117,-0.37216282,3.1223109,-1.1561273,-1.9085889,-1.3250296,-3.750269,-1.4652365,0.51841754,-0.9345182,0.9722579,-0.38851193,0.43304268,0.21378349,-0.29627344,-1.0147918,-0.5697514
118,-0.35762933,3.2044933,-1.1193194,-1.869519,-1.4253496,-3.7028134,-1.4935668,0.5262888,-0.95318276,0.9016484,-0.37174717,0.516336,0.17236565,-0.3801743,-1.0446059,-0.63366985
119,-0.32277852,3.1758485,-1.1100396,-1.9687028,-1.3233963,-3.7655356,-1.4437484,0.42771634,-0.878277,0.9686518,-0.3434094,0.4513236,0.29134572,-0.24908909,-1.0669936,-0.5128999
120,-0.3717751,3.163102,-1.1384578,-1.9294773,-1.3821757,-3.678645,-1.4085386,0.46852902,-0.9305444,0.93418384,-0.42523,0.47648758,0.1250727,-0.42132166,-1.0158613,-0.6268276
121,-0.3168315,3.13937,-1.0911489,-1.9148403,-1.3244588,-3.7210157,-1.4651344,0.45621663,-0.8773585,0.9153153,-0.3550813,0.4723016,0.28952307,-0.2693791,-1.0914549,-0.54504716
124,-0.83711857,0.37406546,0.49012017,-0.017965294,-0.31620726,-0.6368338,-0.9636113,-2.2654514,-0.72503805,-0.51031137,-1.0178573,0.6445172,1.0741782,0.77411747,-1.5927932,0.25728723
125,-0.8296663,0.34668034,0.48027724,-0.08152068,-0.21728326,-0.6465988,-0.99970716,-2.2050376,-0.7609798,-0.5058242,-1.032003,0.6183415,1.0624259,0.7724922,-1.6405709,0.2395195
126,-0.890158,0.36123535,0.49144056,-0.083766,-0.23001379,-0.62926877,-0.96281826,-2.156187,-0.703379,-0.48184618,-0.9910638,0.7021568,1.011683,0.76920414,-1.5353985,0.2758004
127,-0.87542015,0.40083417,0.42159817,-0.05147282,-0.29061002,-0.6490255,-0.90868837,-2.1389263,-0.7583279,-0.54257613,-0.89276135,0.6895764,1.0487972,0.86172205,-1.5464735,0.2703654
128,-0.8527456,0.35058212,0.5192721,-0.053561226,-0.26430604,-0.6487766,-0.9819431,-2.240646,-0.6991419,-0.46999428,-0.96256,0.59336907,1.0253173,0.7544295,-1.579637,0.22020325
129,-0.8649094,0.35502166,0.4472244,-0.11937608,-0.255455,-0.7046532,-0.9789733,-2.1543941,-0.684637,-0.5307202,-0.9204135,0.6520827,1.0907692,0.7712568,-1.5669726,0.26758727
132,-0.24015984,-0.32132223,-0.30354887,-0.5480832,-0.2363243,-0.05326747,-1.2075232,1.0240492,0.20289458,-0.6428408,-0.009845321,0.3727185,-0.45262215,0.7127105,0.5671616,0.040998578
133,-0.25720465,-0.3323561,-0.3586932,-0.5602408,-0.22190945,-0.039974485,-1.2123634,1.0480813,0.22163503,-0.61699724,-0.053878326,0.3447883,-0.41417181,0.68145007,0.56842816,0.027741726
134,-0.22713168,-0.37642995,-0.35394508,-0.54414546,-0.21605751,0.026532559,-1.2469223,1.0432545,0.28062257,-0.6737521,0.00065337337,0.37528044,-0.5028521,0.65855986,0.55138254,0.08193489
135,-0.24151792,-0.40438077,-0.39240906,-0.5550406,-0.20841995,0.03570378,-1.2362123,1.0679626,0.28102985,-0.62276155,-0.034177177,0.36325935,-0.46451503,0.6292565,0.56113976,0.05187503
